"","Year","Name","Event","Type","County","Form of government","Population","FormYear","T21Date","FIPS","State","No_PrematureDeaths","Years of Potential Life Lost Rate","Percent_FairOrPoor","Physically Unhealthy Days","Mentally Unhealthy Days","Precent LBW","PercentSmokers","PercentObese","Food Environment Index","Percent Physically Inactive","Percent With AccessToExercise","PercentExcessive Drinking","NumberChlamydia Cases","Chlamydia Rate","Teen Births","Teen Birth Rate","PercentUninsured","NumberMedicare Enrollees","PercentDiabetics","PercentReceiving HbA1c","PercentUnemployed","PercentChildren in Poverty","PercentSingle-Parent Households","NumberViolent Crimes","Violent Crime Rate","T21year","MAYOR","LENGTH OF TERM","NEXT ELECTION","mayor_ind"
"3947",2017,"Sterling","0","Town","Worcester","Open town meeting","7808.0",1781,NA,"25027","Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0
"3955",2011,"Stockbridge","0","Town","Berkshire","Open town meeting","1947.0",1739,"2016-01-02","25003","Massachusetts",1458,5881.7,13.4,4,3.6,7.86,19.7,23.2,NA,NA,NA,18.9,NA,NA,837,25.2,8.4,44684,736,92.1196,8.1,15.2,35.8,1590,408.1,2016,NA,NA,NA,0
"3956",2012,"Stockbridge","0","Town","Berkshire","Open town meeting","1947.0",1739,"2016-01-02","25003","Massachusetts",1484,6122.18,13.2,3.9,3.5,8,19.4,24,NA,22.5,NA,19.5,311,240.3,849,26.6,4.7,22591,2016,90.972222222,8.2,18.7,34.903381643,1556,415.97938282,2016,NA,NA,NA,0
"3957",2013,"Stockbridge","0","Town","Berkshire","Open town meeting","1947.0",1739,"2016-01-02","25003","Massachusetts",1406,5915.12,12.9,3.8,3.4,7.9,17.5,24,NA,22.5,NA,20.8,370,282,817,24.426704936,5.1,22812,2034,91.445427729,7.3,20.2,34.510376391,536,425.87994897,2016,NA,NA,NA,0
"3958",2014,"Stockbridge","0","Town","Berkshire","Open town meeting","1947.0",1739,"2016-01-02","25003","Massachusetts",1406,5915.12,12.1,3.7,3.6,8.1,17,22,8.5769018924,20.7,74.91826641,21.3,359,275.2,781,23.546792089,4.7540110118,22821,2046,91.54447703,6.7247420809,21.1,35.096581266,543,429.3927085,2016,NA,NA,NA,0
"3959",2015,"Stockbridge","0","Town","Berkshire","Open town meeting","1947.0",1739,"2016-01-02","25003","Massachusetts",1390,5772.84,12.1,3.7,3.6,8.0317422147,17,22.5,8.2,18.8,88.709714294,21.3,337,259.2,714,21.780909673,4.4013080916,23505,2127,91.396332863,7.0745401196,18.8,34.996486297,506.33333333,402.71267683,2016,NA,NA,NA,0
"3960",2016,"Stockbridge","1","Town","Berkshire","Open town meeting","1947.0",1739,"2016-01-02","25003","Massachusetts",1476,6177.6,12.7,3.4,4.1,7.8986220472,15.1,22.9,7.9,19.8,78.98094026,18.4,416,319.96062023,672,20.833333333,4.2055697021,23830,2178,91.414141414,6.4885958013,20.4,35.501733029,506.33333333,402.71267683,2016,NA,NA,NA,0
"3969",2011,"Stoneham","0","Town","Middlesex","Open town meeting","21437.0",1725,"2014-06-01","25017","Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,2014,NA,NA,NA,0
"3970",2012,"Stoneham","0","Town","Middlesex","Open town meeting","21437.0",1725,"2014-06-01","25017","Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,2014,NA,NA,NA,0
"3971",2013,"Stoneham","0","Town","Middlesex","Open town meeting","21437.0",1725,"2014-06-01","25017","Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,2014,NA,NA,NA,0
"3972",2014,"Stoneham","1","Town","Middlesex","Open town meeting","21437.0",1725,"2014-06-01","25017","Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,2014,NA,NA,NA,0
"3983",2011,"Stoughton","0","Town","Norfolk","Representative town meeting","26962.0",1726,"2016-07-09","25021","Massachusetts",5509,4814.5,9.2,2.9,2.8,7.06,13.6,19.4,NA,NA,NA,19.1,NA,NA,1135,8,8.5,141374,2055,84.4769,7.6,6,18.3,3689,187.4,2016,NA,NA,NA,0
"3984",2012,"Stoughton","0","Town","Norfolk","Representative town meeting","26962.0",1726,"2016-07-09","25021","Massachusetts",5404,4670.49,9,2.9,2.7,7.2,12.9,20.2,NA,19.9,NA,19.1,991,150.2,1119,8,3.3,71914,5493,86.710358638,7.6,6.8,18.510114708,3855,198.65952489,2016,NA,NA,NA,0
"3985",2013,"Stoughton","0","Town","Norfolk","Representative town meeting","26962.0",1726,"2016-07-09","25021","Massachusetts",5205,4535.71,9,2.9,2.8,7.2,12.6,20.2,NA,19.9,NA,19.2,1059,157.9,1051,7.128710185,3.6,73125,5684,88.142153413,6.2,6.7,18.512395597,1373,211.44871624,2016,NA,NA,NA,0
"3986",2014,"Stoughton","0","Town","Norfolk","Representative town meeting","26962.0",1726,"2016-07-09","25021","Massachusetts",5205,4535.71,8.9,2.8,2.7,7.3,11.8,19.8,9.1574897929,20.1,91.132891108,19.4,1347,199.4,998,6.7164229327,3.1408700473,76531,6046,89.33178961,5.60043183,8,18.520170417,1403.3333333,213.27383956,2016,NA,NA,NA,0
"3987",2015,"Stoughton","0","Town","Norfolk","Representative town meeting","26962.0",1726,"2016-07-09","25021","Massachusetts",5294,4367.63,8.9,2.8,2.7,7.3214631314,11.8,20.2,8.9,18.8,95.675635388,19.4,1484,217.6,917,6.1186769779,2.9359222889,79617,6188,90.303813833,6.0056451921,7.5,18.506847494,1356.3333333,203.20868968,2016,NA,NA,NA,0
"3988",2016,"Stoughton","1","Town","Norfolk","Representative town meeting","26962.0",1726,"2016-07-09","25021","Massachusetts",5404,4413.1,10.4,2.9,3.2,7.2373692954,12.3,19.7,8.7,19.3,95.744652307,19.6,1431,209.87174504,867,5.7400872599,3.0107932103,81498,6582,90.398055302,4.9942696296,7,18.363838676,1356.3333333,203.20868968,2016,NA,NA,NA,0
"3997",2011,"Stow","0","Town","Middlesex","Open town meeting","6590.0",1683,NA,"25017","Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,NA,NA,NA,NA,0
"3998",2012,"Stow","0","Town","Middlesex","Open town meeting","6590.0",1683,NA,"25017","Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,NA,NA,NA,NA,0
"3999",2013,"Stow","0","Town","Middlesex","Open town meeting","6590.0",1683,NA,"25017","Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,NA,NA,NA,NA,0
"4000",2014,"Stow","0","Town","Middlesex","Open town meeting","6590.0",1683,NA,"25017","Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,NA,NA,NA,NA,0
"4001",2015,"Stow","0","Town","Middlesex","Open town meeting","6590.0",1683,NA,"25017","Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,NA,NA,NA,NA,0
"4002",2016,"Stow","0","Town","Middlesex","Open town meeting","6590.0",1683,NA,"25017","Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,NA,NA,NA,NA,0
"4003",2017,"Stow","0","Town","Middlesex","Open town meeting","6590.0",1683,NA,"25017","Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,NA,NA,NA,NA,0
"4011",2011,"Sturbridge","0","Town","Worcester","Open town meeting","9268.0",1738,NA,"25027","Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0
"4012",2012,"Sturbridge","0","Town","Worcester","Open town meeting","9268.0",1738,NA,"25027","Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0
"4013",2013,"Sturbridge","0","Town","Worcester","Open town meeting","9268.0",1738,NA,"25027","Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0
"4014",2014,"Sturbridge","0","Town","Worcester","Open town meeting","9268.0",1738,NA,"25027","Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0
"4015",2015,"Sturbridge","0","Town","Worcester","Open town meeting","9268.0",1738,NA,"25027","Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0
"4016",2016,"Sturbridge","0","Town","Worcester","Open town meeting","9268.0",1738,NA,"25027","Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0
"4017",2017,"Sturbridge","0","Town","Worcester","Open town meeting","9268.0",1738,NA,"25027","Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0
"4025",2011,"Sudbury","0","Town","Middlesex","Open town meeting","17659.0",1639,NA,"25017","Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,NA,NA,NA,NA,0
"4026",2012,"Sudbury","0","Town","Middlesex","Open town meeting","17659.0",1639,NA,"25017","Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,NA,NA,NA,NA,0
"4027",2013,"Sudbury","0","Town","Middlesex","Open town meeting","17659.0",1639,NA,"25017","Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,NA,NA,NA,NA,0
"4028",2014,"Sudbury","0","Town","Middlesex","Open town meeting","17659.0",1639,NA,"25017","Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,NA,NA,NA,NA,0
"4029",2015,"Sudbury","0","Town","Middlesex","Open town meeting","17659.0",1639,NA,"25017","Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,NA,NA,NA,NA,0
"4030",2016,"Sudbury","0","Town","Middlesex","Open town meeting","17659.0",1639,NA,"25017","Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,NA,NA,NA,NA,0
"4031",2017,"Sudbury","0","Town","Middlesex","Open town meeting","17659.0",1639,NA,"25017","Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,NA,NA,NA,NA,0
"4039",2011,"Sunderland","0","Town","Franklin","Open town meeting","3684.0",1714,"2016-01-04","25011","Massachusetts",708,5297.1,11.7,3.8,3.5,6.83,17.9,23.5,NA,NA,NA,17.9,NA,NA,351,21.3,9.3,14759,241,87.9668,7.9,15.8,33,774,359.7,2016,NA,NA,NA,0
"4040",2012,"Sunderland","0","Town","Franklin","Open town meeting","3684.0",1714,"2016-01-04","25011","Massachusetts",715,5245.39,11.9,3.9,3.5,7,18.5,24.6,NA,19.4,NA,19.3,98,136.6,342,21.9,4.4,7679,720,87.916666667,8,16.2,32.153351056,749,364.48930134,2016,NA,NA,NA,0
"4041",2013,"Sunderland","0","Town","Franklin","Open town meeting","3684.0",1714,"2016-01-04","25011","Massachusetts",694,5298.65,11.1,3.6,3.3,7.1,19,24.6,NA,19.4,NA,18.7,131,183.5,325,20.256793817,4.7,7736,731,89.876880985,6.7,16.6,32.858472332,246,357.66243433,2016,NA,NA,NA,0
"4042",2014,"Sunderland","0","Town","Franklin","Open town meeting","3684.0",1714,"2016-01-04","25011","Massachusetts",694,5298.65,10.3,4,3.3,7,18.7,24.9,8.7478858778,19.1,60.170655159,18.2,110,153.6,311,19.889997442,5.104203167,8056,744,89.91935484,6.2678729267,16.6,31.830103453,247.66666667,371.87187187,2016,NA,NA,NA,0
"4043",2015,"Sunderland","0","Town","Franklin","Open town meeting","3684.0",1714,"2016-01-04","25011","Massachusetts",696,5159.43,10.3,4,3.3,6.8550153307,18.7,22.1,8.4,18.1,79.980944908,18.2,110,153.8,318,21.013678715,4.1359735081,8510,769,90.117035111,6.5816633136,17.7,33.042126305,245,378.5518204,2016,NA,NA,NA,0
"4044",2016,"Sunderland","1","Town","Franklin","Open town meeting","3684.0",1714,"2016-01-04","25011","Massachusetts",762,5500.2,12.4,3.5,4,6.8456375839,15.4,21.6,8.1,17.8,72.234209494,19.7,184,257.19876992,300,20.498804236,4.2319614996,8891,811,90.012330456,5.2606299611,16.7,32.917894101,245,378.5518204,2016,NA,NA,NA,0
"4053",2011,"Sutton","0","Town","Worcester","Open town meeting","8963.0",1714,NA,"25027","Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0
"4054",2012,"Sutton","0","Town","Worcester","Open town meeting","8963.0",1714,NA,"25027","Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0
"4055",2013,"Sutton","0","Town","Worcester","Open town meeting","8963.0",1714,NA,"25027","Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0
"4056",2014,"Sutton","0","Town","Worcester","Open town meeting","8963.0",1714,NA,"25027","Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0
"4057",2015,"Sutton","0","Town","Worcester","Open town meeting","8963.0",1714,NA,"25027","Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0
"4058",2016,"Sutton","0","Town","Worcester","Open town meeting","8963.0",1714,NA,"25027","Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0
"4059",2017,"Sutton","0","Town","Worcester","Open town meeting","8963.0",1714,NA,"25027","Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0
"4067",2011,"Swampscott","0","Town","Essex","Representative town meeting","13787.0",1852,"2016-06-01","25009","Massachusetts",6527,5591,13.3,3.2,3.2,7.66,16.9,23.4,NA,NA,NA,19.2,NA,NA,4372,25.5,8.8,158426,2524,86.3708,9,11.8,30.2,8176,371.3,2016,NA,NA,NA,0
"4068",2012,"Swampscott","0","Town","Essex","Representative town meeting","13787.0",1852,"2016-06-01","25009","Massachusetts",6421,5353.96,13.4,3.1,3.2,7.8,16.4,23.6,NA,22.3,NA,19.3,2256,306.3,4306,25.8,4.8,78396,6778,86.85452936,8.9,14.5,31.110802346,7925,357.03248117,2016,NA,NA,NA,0
"4069",2013,"Swampscott","0","Town","Essex","Representative town meeting","13787.0",1852,"2016-06-01","25009","Massachusetts",6262,5062.28,13.3,3.1,3.1,7.7,15,23.6,NA,22.3,NA,19.3,2312,311.1,4299,24.172870606,5.5,79986,7037,88.887309933,7.8,16.9,31.600784286,2623,353.12398062,2016,NA,NA,NA,0
"4070",2014,"Swampscott","0","Town","Essex","Representative town meeting","13787.0",1852,"2016-06-01","25009","Massachusetts",6262,5062.28,13,3,3.2,7.6,14.1,23.5,8.6893315931,21.6,91.987851859,19.4,2469,329.7,4156,23.260369502,5.4333729687,84440,7605,89.21761999,7.1352123652,17.1,31.958980369,2684.3333333,359.8075367,2016,NA,NA,NA,0
"4071",2015,"Swampscott","0","Town","Essex","Representative town meeting","13787.0",1852,"2016-06-01","25009","Massachusetts",6450,5035.77,13,3,3.2,7.6378112138,14.1,24.2,8.5,20.3,96.711470897,19.4,2709,358.5,4009,22.401779178,4.8491653685,86259,7888,89.148073022,7.4639212686,16.9,33.364384595,2772,370.18571607,2016,NA,NA,NA,0
"4072",2016,"Swampscott","1","Town","Essex","Representative town meeting","13787.0",1852,"2016-06-01","25009","Massachusetts",6582,5076.9,16.1,3.7,3.8,7.5831402481,14.8,24.3,8.5,20.6,96.724792406,20.4,2883,381.54199609,3758,21.030011696,4.7736040545,88608,8376,90.604106972,5.9682391661,15.5,33.949005748,2772,370.18571607,2016,NA,NA,NA,0
"4081",2011,"Swansea","0","Town","Bristol","Open town meeting","15865.0",1667,NA,"25005","Massachusetts",5405,6481.3,15.5,3.8,4,8.08,22.1,27.5,NA,NA,NA,19.5,NA,NA,3673,29,8.8,122807,2577,88.5914,11.1,15.3,32.8,9997,612.7,NA,NA,NA,NA,0
"4082",2012,"Swansea","0","Town","Bristol","Open town meeting","15865.0",1667,NA,"25005","Massachusetts",5443,6471.64,15.3,3.7,3.9,8.1,21.5,29,NA,28.8,NA,19.7,1264,231.6,3617,29.2,5.6,61242,6916,88.577212261,11.2,16.6,34.561816666,9988,608.6187681,NA,NA,NA,NA,0
"4083",2013,"Swansea","0","Town","Bristol","Open town meeting","15865.0",1667,NA,"25005","Massachusetts",5471,6180.27,15.4,3.7,3.8,8.3,20.8,29,NA,28.8,NA,19.8,1284,234.2,3510,26.305928202,5.5,62320,7359,89.917108303,10,16.3,33.774259825,3316,603.3531884,NA,NA,NA,NA,0
"4084",2014,"Swansea","0","Town","Bristol","Open town meeting","15865.0",1667,NA,"25005","Massachusetts",5471,6180.27,15.2,3.7,3.8,8.2,20.3,29.1,8.2896359783,28.3,80.901903207,20.4,1415,257.8,3348,25.12419517,5.1917058244,63385,7815,90.6078055,9.3345083513,17.6,34.747110066,3247.6666667,589.13982441,NA,NA,NA,NA,0
"4085",2015,"Swansea","0","Town","Bristol","Open town meeting","15865.0",1667,NA,"25005","Massachusetts",5630,6029.99,15.2,3.7,3.8,8.1907663464,20.3,28.6,8,26.4,95.487383386,20.4,1628,295.4,3213,24.234058922,5.0705845309,65614,8175,90.311926606,9.7096201195,19.2,34.224549489,3063.3333333,555.71748025,NA,NA,NA,NA,0
"4086",2016,"Swansea","0","Town","Bristol","Open town meeting","15865.0",1667,NA,"25005","Massachusetts",5935,6197.2,15.3,4,4.6,8.0999424516,18.6,28.2,7.8,26.6,95.07154126,20.3,1519,275.63955999,3013,22.912896014,4.7885336389,66664,8588,91.336748952,7.3397988357,17.4,34.524557323,3063.3333333,555.71748025,NA,NA,NA,NA,0
"4087",2017,"Swansea","0","Town","Bristol","Open town meeting","15865.0",1667,NA,"25005","Massachusetts",6139,6409.8,15.755457609,4.2965625531,4.5390659675,8.1037475249,17.31210397,28.3,8,25.1,95.07154126,17.664877204,1352,244.6,2732,20.984231103,4.3037425468,67712,8844,90.682948892,6.2986440419,17.3,34.45954626,2872,518.29928535,NA,NA,NA,NA,0
"4095",2011,"Taunton","0","City","Bristol","Mayor-council","55874.0",1639,NA,"25005","Massachusetts",5405,6481.3,15.5,3.8,4,8.08,22.1,27.5,NA,NA,NA,19.5,NA,NA,3673,29,8.8,122807,2577,88.5914,11.1,15.3,32.8,9997,612.7,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"4096",2012,"Taunton","0","City","Bristol","Mayor-council","55874.0",1639,NA,"25005","Massachusetts",5443,6471.64,15.3,3.7,3.9,8.1,21.5,29,NA,28.8,NA,19.7,1264,231.6,3617,29.2,5.6,61242,6916,88.577212261,11.2,16.6,34.561816666,9988,608.6187681,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"4097",2013,"Taunton","0","City","Bristol","Mayor-council","55874.0",1639,NA,"25005","Massachusetts",5471,6180.27,15.4,3.7,3.8,8.3,20.8,29,NA,28.8,NA,19.8,1284,234.2,3510,26.305928202,5.5,62320,7359,89.917108303,10,16.3,33.774259825,3316,603.3531884,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"4098",2014,"Taunton","0","City","Bristol","Mayor-council","55874.0",1639,NA,"25005","Massachusetts",5471,6180.27,15.2,3.7,3.8,8.2,20.3,29.1,8.2896359783,28.3,80.901903207,20.4,1415,257.8,3348,25.12419517,5.1917058244,63385,7815,90.6078055,9.3345083513,17.6,34.747110066,3247.6666667,589.13982441,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"4099",2015,"Taunton","0","City","Bristol","Mayor-council","55874.0",1639,NA,"25005","Massachusetts",5630,6029.99,15.2,3.7,3.8,8.1907663464,20.3,28.6,8,26.4,95.487383386,20.4,1628,295.4,3213,24.234058922,5.0705845309,65614,8175,90.311926606,9.7096201195,19.2,34.224549489,3063.3333333,555.71748025,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"4100",2016,"Taunton","0","City","Bristol","Mayor-council","55874.0",1639,NA,"25005","Massachusetts",5935,6197.2,15.3,4,4.6,8.0999424516,18.6,28.2,7.8,26.6,95.07154126,20.3,1519,275.63955999,3013,22.912896014,4.7885336389,66664,8588,91.336748952,7.3397988357,17.4,34.524557323,3063.3333333,555.71748025,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"4101",2017,"Taunton","0","City","Bristol","Mayor-council","55874.0",1639,NA,"25005","Massachusetts",6139,6409.8,15.755457609,4.2965625531,4.5390659675,8.1037475249,17.31210397,28.3,8,25.1,95.07154126,17.664877204,1352,244.6,2732,20.984231103,4.3037425468,67712,8844,90.682948892,6.2986440419,17.3,34.45954626,2872,518.29928535,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"4109",2011,"Templeton","0","Town","Worcester","Open town meeting","8013.0",1762,NA,"25027","Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0
"4110",2012,"Templeton","0","Town","Worcester","Open town meeting","8013.0",1762,NA,"25027","Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0
"4111",2013,"Templeton","0","Town","Worcester","Open town meeting","8013.0",1762,NA,"25027","Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0
"4112",2014,"Templeton","0","Town","Worcester","Open town meeting","8013.0",1762,NA,"25027","Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0
"4113",2015,"Templeton","0","Town","Worcester","Open town meeting","8013.0",1762,NA,"25027","Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0
"4114",2016,"Templeton","0","Town","Worcester","Open town meeting","8013.0",1762,NA,"25027","Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0
